date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:46:43	9172/9172	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:43%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=4&t=114	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/postingc131.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=114)
20:46:44	11139/11139	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2002:19:52%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=114&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic71a3.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=114)
20:46:44	9168/9168	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:44%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=4&p=118	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting8744.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=114)
20:46:44	23361/23361	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:44%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=118	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopicdb4e.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=114)
20:46:45	10886/10886	U-----	200	untouched ('')	application/atom+xml	date:Thu,%2004%20Jan%202018%2018:51:08%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=4&t=113	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feedc55e.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=113)
20:46:45	23523/23523	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:45%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=113	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic5782.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=113)
20:46:46	11339/11339	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2002:19:55%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=113&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic430a.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=113)
20:46:46	9172/9172	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:46%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=4&t=113	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/postingd894.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=113)
20:46:47	8139/8139	U-----	200	untouched ('')	application/atom+xml	date:Tue,%2002%20Jan%202018%2012:31:18%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=3&t=112	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feed3e24.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=112)
20:46:47	23523/23523	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:47%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=117	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic8320.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=113)
20:46:47	9168/9168	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:47%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=4&p=117	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/postingfab0.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=113)
20:46:48	9172/9172	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:48%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=3&t=112	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/postingf5fd.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=112)
20:46:48	20721/20721	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:48%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=112	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopicf8b9.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=112)
20:46:48	16321/16321	U-----	200	untouched ('')	application/atom+xml	date:Sun,%2031%20Dec%202017%2004:50:24%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=3&t=111	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feed1aa8.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=111)
20:46:49	8521/8521	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2002:19:59%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=112&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic5d55.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=112)
20:46:49	20721/20721	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:49%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=116	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopicd78c.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=112)
20:46:49	9168/9168	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:49%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=3&p=116	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/postingd6a1.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=112)
20:46:50	16780/16780	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2002:20:03%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=111&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopicb4e5.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=111)
20:46:50	9172/9172	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:50%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=3&t=111	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting1e2c.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=111)
20:46:50	9168/9168	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:50%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=3&p=115	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting4e77.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=111)
20:46:50	29012/29012	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:50%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=111	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic2472.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=111)
20:46:50	9940/9940	U-----	200	untouched ('')	application/atom+xml	date:Mon,%2025%20Dec%202017%2007:45:54%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=4&t=110	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feeda7b8.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=110)
20:46:51	29012/29012	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:51%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=115	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic0a10.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=111)
20:46:51	22613/22613	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:51%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=110	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic12ea.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=110)
20:46:51	9172/9172	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:51%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=4&t=110	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting990f.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=110)
20:46:52	11043/11043	U-----	200	untouched ('')	application/atom+xml	date:Fri,%2022%20Dec%202017%2015:24:14%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=3&t=109	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feedff92.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=109)
20:46:52	10365/10365	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2002:20:07%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=110&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic3611.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=110)
20:46:53	22613/22613	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:52%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=114	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic30a5.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=110)
20:46:53	9168/9168	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:52%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=4&p=114	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting2431.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=110)
20:46:54	11486/11486	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2002:20:10%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=109&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic24c9.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=109)
20:46:54	9168/9168	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:54%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=3&p=113	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting5e27.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=109)
20:46:54	9172/9172	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:54%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=3&t=109	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting1de5.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=109)
20:46:54	23716/23716	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:54%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=109	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopica512.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=109)
20:46:55	19152/19152	U-----	200	untouched ('')	application/atom+xml	date:Thu,%2021%20Dec%202017%2012:23:35%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=4&t=108	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feed8534.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=108)
20:46:55	23716/23716	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:55%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=113	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic3961.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=109)
20:46:55	31854/31854	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:55%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=108	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic361d.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=108)
20:46:55	9172/9172	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:55%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=4&t=108	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting9f9f.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=108)
20:46:57	16126/16126	U-----	200	untouched ('')	application/atom+xml	date:Mon,%2018%20Dec%202017%2005:52:48%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=3&t=106	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feed8baf.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=106)
20:46:57	19597/19597	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2002:20:14%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=108&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic0c19.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=108)
20:46:57	31854/31854	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:57%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=112	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic8820.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=108)
20:46:57	9168/9168	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:57%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=4&p=112	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting0ac4.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=108)
20:46:59	28799/28799	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:58%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=106	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopica6e2.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=106)
20:46:59	16578/16578	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2002:20:18%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=106&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic61a3.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=106)
20:46:59	9168/9168	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:58%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=3&p=110	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting484d.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=106)
20:46:59	9172/9172	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:46:58%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=3&t=106	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting2ebd.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=106)
20:47:00	28799/28799	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:00%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=110	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic5f87.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=106)
20:47:01	10639/10639	U-----	200	untouched ('')	application/atom+xml	date:Thu,%2014%20Dec%202017%2004:58:14%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=4&t=104	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feedc08b.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=104)
20:47:01	11048/11048	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2002:20:22%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=104&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic1b8a.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=104)
20:47:01	23212/23212	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:01%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=104	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic1483.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=104)
20:47:01	9172/9172	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:01%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=4&t=104	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/postingd92c.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=104)
20:47:03	9253/9253	U-----	200	untouched ('')	application/atom+xml	date:Tue,%2012%20Dec%202017%2002:16:09%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=3&t=103	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feed3021.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=103)
20:47:03	23212/23212	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:03%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=108	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic460d.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=104)
20:47:03	21906/21906	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:03%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=103	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic2be6.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=103)
20:47:03	9168/9168	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:02%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=4&p=108	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting5431.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=104)
20:47:04	9688/9688	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2002:20:25%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=103&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic18b5.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=103)
20:47:05	9168/9168	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:04%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=3&p=107	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting570b.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=103)
20:47:05	21906/21906	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:04%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=107	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic5a24.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=103)
20:47:05	9172/9172	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:04%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=3&t=103	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/postingbed8.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=103)
20:47:05	15286/15286	U-----	200	untouched ('')	application/atom+xml	date:Wed,%2006%20Dec%202017%2016:14:38%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=4&t=102	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feed0b47.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=102)
20:47:05	27910/27910	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:06%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=102	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopicb7b7.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=102)
20:47:05	9172/9172	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:06%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=4&t=102	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting26ce.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=102)
20:47:06	6678/6678	U-----	200	untouched ('')	application/atom+xml	date:Mon,%2004%20Dec%202017%2012:26:28%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=3&t=101	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feed0d61.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=101)
20:47:06	15733/15733	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2002:20:29%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=102&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic3f8e.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=102)
20:47:07	27910/27910	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:07%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=106	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic153d.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=102)
20:47:07	9168/9168	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:06%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=4&p=106	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting2a5e.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=102)
20:47:07	19306/19306	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:08%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=101	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopicd3c8.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=101)
20:47:08	9172/9172	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:08%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=3&t=101	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/postingfa11.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=101)
20:47:08	7091/7091	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2002:20:33%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=101&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopicf071.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=101)
20:47:08	9168/9168	U--M--	200	updated ('OK')	text/html	date:Tue,%2016%20May%202023%2012:47:08%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=3&p=105	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/postingd52e.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=3&t=101)
